dealer_id,sale_date,parts_category,units_sold,revenue_inr
DLR-0555,2021-07-24,Filters & Fluids,272,532940.55
DLR-0555,2021-06-12,Cooling System,398,859675.07
DLR-0555,2021-08-26,Brakes,130,328328.27
DLR-0555,2021-07-22,Engine Parts,69,492372.46
DLR-0555,2023-06-04,Electrical,379,1500000.0
DLR-0555,2023-04-05,Suspension,222,976626.77
DLR-0556,2023-11-16,Filters & Fluids,318,736443.39
DLR-0556,2022-06-09,Electrical,366,1225650.33
DLR-0556,2022-07-18,Filters & Fluids,349,1288278.8
DLR-0556,2020-05-11,Suspension,138,1467654.06
DLR-0556,2022-02-10,Suspension,274,996594.47
DLR-0556,2023-05-19,Engine Parts,66,1460129.04
DLR-0556,2020-11-09,Body Parts,440,193852.46
DLR-0556,2022-12-17,Body Parts,413,606350.59
DLR-0556,2021-08-26,Cooling System,319,1118825.99
DLR-0556,2021-05-11,Transmission,378,1188446.08
DLR-0556,2024-06-02,Filters & Fluids,218,667051.44
DLR-0556,2020-08-31,Brakes,194,1158956.4
DLR-0556,2022-04-18,Transmission,79,787987.1
DLR-0556,2023-12-15,Electrical,369,933677.18
DLR-0556,2021-05-06,Engine Parts,492,1480405.0
DLR-0556,2024-07-19,Cooling System,24,1431753.75
DLR-0556,2023-09-08,Transmission,181,631234.66
DLR-0556,2023-06-10,Body Parts,275,605954.39
DLR-0556,2020-03-02,Filters & Fluids,128,877307.17
DLR-0556,2020-07-28,Transmission,27,1038766.55
DLR-0557,2023-12-18,Electrical,240,773682.63
DLR-0557,2023-07-25,Body Parts,133,1487069.83
DLR-0557,2021-05-23,Engine Parts,119,1195903.73
DLR-0557,2024-09-10,Cooling System,355,1220555.75
DLR-0557,2020-12-26,Cooling System,44,518053.69
DLR-0557,2023-01-04,Transmission,335,1500000.0
DLR-0557,2023-08-21,Electrical,155,50000.0
DLR-0557,2021-09-02,Cooling System,456,1400303.29
DLR-0557,2024-11-25,Filters & Fluids,224,1442410.93
DLR-0557,2021-01-20,Brakes,419,868391.5
DLR-0557,2024-07-09,Brakes,76,1500000.0
DLR-0557,2023-07-05,Brakes,117,1023499.03
DLR-0557,2023-01-18,Engine Parts,261,1076221.32
DLR-0557,2023-01-20,Electrical,295,1192602.09
DLR-0557,2022-09-26,Engine Parts,473,1500000.0
DLR-0557,2022-03-20,Transmission,49,1500000.0
DLR-0557,2021-10-15,Body Parts,187,1344475.1
DLR-0557,2023-06-29,Filters & Fluids,272,666622.12
DLR-0557,2022-04-01,Transmission,128,1110307.73
DLR-0557,2021-12-25,Transmission,176,708487.88
DLR-0557,2023-12-22,Body Parts,50,1395286.56
DLR-0557,2022-12-06,Engine Parts,94,1108996.13
DLR-0558,2023-10-25,Electrical,183,330114.8
DLR-0558,2020-10-12,Brakes,490,619469.9
DLR-0558,2020-12-16,Transmission,231,396139.81
DLR-0558,2023-04-11,Engine Parts,476,636291.89
DLR-0558,2021-10-09,Body Parts,209,393821.44
DLR-0558,2023-04-21,Body Parts,99,606597.03
DLR-0558,2023-01-04,Electrical,364,780112.77
DLR-0558,2024-09-17,Body Parts,239,587267.52
DLR-0558,2024-12-14,Engine Parts,178,506186.82
DLR-0558,2020-11-11,Engine Parts,134,648786.29
DLR-0558,2020-06-11,Suspension,439,767323.83
DLR-0558,2023-10-13,Electrical,427,334276.02
DLR-0558,2023-06-17,Cooling System,56,662557.48
DLR-0558,2024-06-11,Electrical,117,916209.8
DLR-0558,2024-03-07,Electrical,479,737677.67
DLR-0558,2020-02-04,Suspension,454,613861.0
DLR-0558,2022-06-04,Transmission,277,753537.0
DLR-0558,2022-06-12,Body Parts,74,708599.15
DLR-0558,2024-06-01,Cooling System,485,780864.27
DLR-0558,2024-11-22,Cooling System,289,114256.41
DLR-0558,2022-03-08,Electrical,228,227170.53
DLR-0558,2023-01-14,Filters & Fluids,105,841159.0
DLR-0558,2022-08-23,Electrical,280,238733.0
DLR-0558,2022-08-05,Transmission,24,696369.27
DLR-0558,2024-01-19,Suspension,86,515508.08
DLR-0558,2020-01-13,Cooling System,239,360914.58
DLR-0558,2023-02-23,Suspension,435,683915.94
DLR-0558,2021-07-04,Cooling System,50,648248.04
DLR-0559,2022-04-12,Electrical,350,1500000.0
DLR-0559,2023-01-04,Suspension,431,618812.3
DLR-0559,2021-03-30,Body Parts,336,1300236.34
DLR-0559,2023-07-20,Filters & Fluids,426,941299.56
DLR-0559,2024-11-16,Filters & Fluids,255,606862.78
DLR-0559,2021-05-12,Filters & Fluids,466,1088751.33
DLR-0559,2022-05-20,Electrical,108,1011693.71
DLR-0559,2023-08-24,Electrical,449,836828.29
DLR-0559,2024-07-05,Cooling System,265,912877.47
DLR-0559,2023-08-12,Engine Parts,38,627994.28
DLR-0559,2021-06-05,Filters & Fluids,119,552490.25
DLR-0559,2021-11-26,Filters & Fluids,371,1075615.92
DLR-0559,2023-04-11,Cooling System,121,751099.99
DLR-0559,2020-05-04,Electrical,407,798572.61
DLR-0559,2022-08-04,Suspension,391,917341.13
DLR-0559,2023-07-26,Electrical,97,912545.15
DLR-0559,2023-02-01,Filters & Fluids,427,353322.26
DLR-0559,2024-07-17,Cooling System,482,1249463.19
DLR-0559,2020-02-16,Body Parts,373,864990.11
DLR-0559,2020-11-30,Body Parts,31,758124.42
DLR-0560,2021-11-09,Filters & Fluids,182,703403.04
DLR-0560,2021-08-17,Transmission,276,656770.13
DLR-0560,2023-05-21,Suspension,306,784095.05
DLR-0560,2024-06-17,Cooling System,466,729116.08
DLR-0560,2022-07-27,Engine Parts,160,772283.09
DLR-0560,2020-08-01,Brakes,222,924238.54
DLR-0560,2022-09-03,Brakes,194,812069.89
DLR-0560,2024-06-03,Transmission,336,561483.31
DLR-0560,2024-05-25,Body Parts,214,330503.72
DLR-0560,2024-11-15,Cooling System,129,1000271.5
DLR-0560,2022-12-16,Transmission,440,542946.39
DLR-0560,2024-05-30,Filters & Fluids,204,486454.22
DLR-0560,2023-05-31,Engine Parts,162,183185.56
DLR-0560,2021-07-24,Body Parts,392,681233.55
DLR-0560,2023-10-06,Transmission,265,635732.78
DLR-0560,2024-03-08,Suspension,116,236372.42
DLR-0560,2021-01-18,Electrical,329,708785.77
DLR-0560,2024-10-02,Brakes,363,480433.94
DLR-0560,2020-11-29,Body Parts,288,1245675.6
DLR-0560,2023-05-18,Filters & Fluids,190,463353.31
DLR-0560,2022-12-30,Cooling System,480,495553.6
DLR-0560,2023-11-13,Cooling System,24,390053.71
DLR-0561,2023-09-12,Transmission,466,1500000.0
DLR-0561,2020-11-27,Suspension,356,1276334.52
DLR-0561,2023-06-13,Body Parts,491,1065051.51
DLR-0561,2021-10-02,Body Parts,500,1500000.0
DLR-0561,2020-11-22,Transmission,150,671788.24
DLR-0561,2020-03-06,Cooling System,221,1500000.0
DLR-0561,2020-02-19,Filters & Fluids,115,1500000.0
DLR-0561,2020-05-01,Brakes,75,1500000.0
DLR-0561,2024-01-11,Engine Parts,125,1500000.0
DLR-0561,2024-10-26,Suspension,304,1500000.0
DLR-0561,2022-11-13,Engine Parts,365,1500000.0
DLR-0561,2020-08-28,Suspension,379,1500000.0
DLR-0561,2022-10-30,Cooling System,56,1500000.0
DLR-0561,2024-11-10,Transmission,83,1500000.0
DLR-0561,2023-01-19,Suspension,136,968439.04
DLR-0561,2021-12-29,Transmission,291,1500000.0
DLR-0561,2023-07-03,Engine Parts,174,896666.42
DLR-0561,2024-12-29,Brakes,29,1279786.55
DLR-0561,2023-01-12,Engine Parts,494,50000.0
DLR-0561,2020-08-27,Filters & Fluids,429,1500000.0
DLR-0562,2021-02-27,Cooling System,153,946625.27
DLR-0562,2024-09-11,Suspension,176,1500000.0
DLR-0562,2022-04-06,Cooling System,20,1473998.23
DLR-0562,2020-09-21,Cooling System,261,1500000.0
DLR-0562,2020-12-05,Cooling System,46,722365.76
DLR-0562,2021-10-14,Transmission,197,1500000.0
DLR-0562,2023-05-30,Transmission,347,1500000.0
DLR-0562,2023-06-25,Filters & Fluids,246,1500000.0
DLR-0562,2023-11-28,Body Parts,190,1500000.0
DLR-0562,2022-10-10,Filters & Fluids,300,1361494.81
DLR-0562,2021-12-03,Filters & Fluids,198,1007418.92
DLR-0562,2020-02-22,Filters & Fluids,175,1500000.0
DLR-0562,2023-08-21,Suspension,362,506897.72
DLR-0562,2023-07-12,Transmission,78,1061944.89
DLR-0562,2023-02-27,Brakes,236,371761.03
DLR-0562,2020-08-22,Body Parts,273,916135.25
DLR-0562,2022-01-16,Body Parts,469,1500000.0
DLR-0562,2020-06-01,Suspension,329,1500000.0
DLR-0562,2021-12-07,Electrical,363,1300965.98
DLR-0562,2021-10-02,Electrical,388,1361904.51
DLR-0562,2024-10-13,Filters & Fluids,83,313209.04
DLR-0562,2024-07-14,Engine Parts,492,1084993.24
DLR-0562,2022-07-17,Electrical,406,927510.68
DLR-0563,2022-03-18,Filters & Fluids,59,1104564.19
DLR-0563,2024-11-24,Brakes,322,1500000.0
DLR-0563,2023-07-12,Electrical,57,983695.6
DLR-0563,2021-09-05,Filters & Fluids,261,1137191.49
DLR-0563,2021-08-27,Body Parts,173,247758.45
DLR-0563,2020-11-01,Engine Parts,421,1323526.09
DLR-0563,2021-02-22,Engine Parts,414,847297.47
DLR-0563,2024-07-10,Electrical,252,1500000.0
DLR-0563,2023-07-15,Transmission,401,929335.17
DLR-0563,2023-06-29,Body Parts,247,1500000.0
DLR-0563,2021-02-18,Engine Parts,272,1413188.54
DLR-0563,2024-02-05,Electrical,163,1500000.0
DLR-0563,2020-04-26,Suspension,431,1500000.0
DLR-0563,2024-02-01,Filters & Fluids,359,396217.28
DLR-0563,2024-10-23,Suspension,98,741066.69
DLR-0563,2024-01-21,Brakes,412,1500000.0
DLR-0563,2020-12-11,Body Parts,459,942091.23
DLR-0563,2021-08-08,Engine Parts,387,50000.0
DLR-0563,2023-12-09,Electrical,308,1500000.0
DLR-0563,2021-02-14,Transmission,129,1500000.0
DLR-0563,2021-08-16,Engine Parts,304,1500000.0
DLR-0564,2020-07-03,Electrical,418,369072.01
DLR-0564,2024-01-07,Brakes,431,570896.97
DLR-0564,2023-02-03,Engine Parts,195,350149.74
DLR-0564,2024-01-11,Electrical,191,527447.17
DLR-0564,2022-09-06,Filters & Fluids,308,307986.27
DLR-0564,2023-03-09,Engine Parts,372,783176.25
DLR-0564,2020-02-25,Body Parts,483,181303.85
DLR-0564,2024-07-31,Cooling System,321,727795.35
DLR-0564,2021-06-01,Brakes,79,495088.59
DLR-0564,2024-06-27,Suspension,472,392053.94
DLR-0564,2020-11-11,Filters & Fluids,164,520065.57
DLR-0564,2022-04-12,Engine Parts,54,630502.86
DLR-0564,2023-02-07,Brakes,498,754015.61
DLR-0564,2024-05-19,Brakes,114,548562.89
DLR-0564,2024-06-26,Body Parts,389,313814.26
DLR-0564,2024-02-03,Suspension,144,498347.87
DLR-0564,2024-06-28,Filters & Fluids,252,841774.68
DLR-0564,2020-05-20,Suspension,119,750297.23
DLR-0564,2023-05-15,Transmission,364,664708.88
DLR-0564,2020-12-26,Cooling System,228,642658.97
DLR-0564,2023-01-24,Transmission,54,623892.77
DLR-0564,2021-01-15,Cooling System,132,713457.19
DLR-0564,2021-08-17,Electrical,69,398457.39
DLR-0564,2024-04-21,Brakes,87,223258.22
DLR-0565,2024-05-02,Electrical,327,500955.68
DLR-0565,2020-06-25,Suspension,267,328071.59
DLR-0565,2020-06-20,Suspension,30,281770.95
DLR-0565,2020-07-07,Body Parts,313,347045.68
DLR-0565,2024-10-25,Body Parts,296,972136.22
DLR-0565,2020-03-11,Electrical,326,514044.3
DLR-0565,2022-12-12,Engine Parts,294,558072.03
DLR-0565,2023-01-21,Brakes,306,249139.25
DLR-0565,2022-02-16,Transmission,164,127968.17
DLR-0565,2024-07-15,Filters & Fluids,90,327784.73
DLR-0565,2021-01-20,Brakes,432,767948.14
DLR-0565,2023-03-18,Brakes,356,552683.72
DLR-0565,2023-03-25,Engine Parts,272,604226.04
DLR-0565,2020-11-11,Brakes,353,631520.38
DLR-0565,2021-03-20,Suspension,174,372186.87
DLR-0565,2022-03-14,Suspension,58,758153.29
DLR-0565,2022-06-24,Electrical,129,364102.52
DLR-0565,2024-04-06,Transmission,461,761715.31
DLR-0565,2024-11-01,Transmission,260,573748.92
DLR-0565,2020-04-20,Body Parts,483,138636.19
DLR-0566,2022-09-18,Brakes,15,735836.02
DLR-0566,2024-10-23,Suspension,363,300325.82
DLR-0566,2023-01-27,Brakes,326,1500000.0
DLR-0566,2020-08-23,Cooling System,158,1039611.12
DLR-0566,2020-03-14,Filters & Fluids,426,114096.18
DLR-0566,2024-11-10,Engine Parts,67,1207813.69
DLR-0566,2021-05-04,Suspension,410,824391.01
DLR-0566,2020-11-21,Engine Parts,400,426801.54
DLR-0566,2024-12-22,Suspension,149,1500000.0
DLR-0566,2024-06-24,Body Parts,313,1095060.06
DLR-0566,2022-01-23,Transmission,24,926758.81
DLR-0566,2022-10-06,Brakes,141,882241.59
DLR-0566,2022-11-29,Cooling System,404,414422.62
DLR-0566,2022-03-11,Filters & Fluids,39,502089.46
DLR-0566,2024-08-19,Cooling System,242,1500000.0
DLR-0566,2021-12-11,Electrical,193,850969.19
DLR-0566,2023-12-19,Cooling System,87,1059268.43
DLR-0566,2021-04-08,Brakes,432,191381.2
DLR-0566,2022-02-11,Suspension,70,496401.34
DLR-0566,2022-03-18,Engine Parts,437,1306121.26
DLR-0566,2021-02-05,Cooling System,338,1208638.94
DLR-0567,2024-01-31,Brakes,57,1403613.82
DLR-0567,2023-08-28,Engine Parts,171,1268175.59
DLR-0567,2024-04-27,Cooling System,443,748865.38
DLR-0567,2020-03-04,Suspension,398,981074.68
DLR-0567,2024-10-20,Transmission,450,720520.86
DLR-0567,2024-04-29,Suspension,40,1500000.0
DLR-0567,2022-05-19,Transmission,455,1204174.85
DLR-0567,2022-08-03,Engine Parts,16,880996.08
DLR-0567,2021-12-08,Body Parts,216,891130.28
DLR-0567,2023-05-08,Transmission,213,1301800.59
DLR-0567,2023-11-06,Suspension,450,1016260.69
DLR-0567,2024-01-05,Electrical,402,1339347.25
DLR-0567,2021-05-22,Suspension,363,101096.18
DLR-0567,2022-08-02,Engine Parts,24,977205.33
DLR-0567,2022-10-06,Brakes,390,654906.49
DLR-0567,2023-10-27,Filters & Fluids,277,1404604.74
DLR-0567,2024-08-03,Engine Parts,410,1335311.57
DLR-0567,2020-02-24,Cooling System,453,835835.82
DLR-0567,2020-05-14,Body Parts,345,1331758.22
DLR-0567,2020-04-09,Transmission,111,1413427.79
DLR-0567,2021-05-26,Electrical,120,849554.2
DLR-0567,2021-09-02,Suspension,442,1500000.0
DLR-0567,2020-03-03,Transmission,182,814657.42
DLR-0567,2024-12-26,Cooling System,160,754208.09
DLR-0567,2021-08-07,Suspension,329,1110737.95
DLR-0567,2024-11-27,Electrical,134,708249.06
DLR-0567,2022-08-16,Filters & Fluids,317,853162.13
DLR-0567,2024-02-08,Engine Parts,440,1290113.36
DLR-0568,2021-01-16,Electrical,278,831342.22
DLR-0568,2024-10-08,Filters & Fluids,477,265644.13
DLR-0568,2023-01-14,Electrical,361,946215.4
DLR-0568,2022-02-04,Filters & Fluids,390,595223.12
DLR-0568,2021-07-15,Filters & Fluids,171,1110539.48
DLR-0568,2024-11-17,Brakes,118,1054742.61
DLR-0568,2023-06-24,Brakes,467,1310562.11
DLR-0568,2023-03-25,Transmission,410,1124485.66
DLR-0568,2020-02-19,Suspension,480,1184780.61
DLR-0568,2021-09-28,Electrical,408,604198.07
DLR-0568,2024-03-18,Suspension,229,1090315.54
DLR-0568,2022-10-12,Suspension,290,1474588.93
DLR-0568,2023-12-25,Cooling System,110,597745.53
DLR-0568,2022-03-22,Suspension,84,1418913.64
DLR-0568,2021-05-07,Engine Parts,26,643714.47
DLR-0568,2021-06-12,Suspension,220,543849.49
DLR-0568,2021-06-06,Cooling System,196,922746.15
DLR-0568,2022-11-28,Body Parts,221,1061250.44
DLR-0568,2022-05-12,Body Parts,274,1125877.54
DLR-0568,2022-06-01,Cooling System,493,507618.4
DLR-0568,2023-12-28,Body Parts,60,968398.23
DLR-0568,2022-03-15,Suspension,261,598766.99
DLR-0568,2024-04-19,Brakes,76,333655.66
DLR-0568,2020-03-20,Transmission,126,518517.02
DLR-0568,2020-08-04,Cooling System,180,577202.88
DLR-0568,2021-12-07,Electrical,304,997126.4
DLR-0568,2022-06-24,Cooling System,214,1205230.51
DLR-0569,2020-09-06,Body Parts,193,338841.81
DLR-0569,2022-11-17,Body Parts,12,941147.15
DLR-0569,2022-11-16,Brakes,66,436689.6
DLR-0569,2024-03-14,Body Parts,139,1032598.18
DLR-0569,2024-06-24,Brakes,199,619498.91
DLR-0569,2022-06-18,Electrical,288,478061.42
DLR-0569,2020-08-18,Body Parts,374,1088889.29
DLR-0569,2021-03-14,Transmission,466,631315.54
DLR-0569,2020-05-20,Brakes,222,720731.9
DLR-0569,2023-01-08,Transmission,70,92403.6
DLR-0569,2020-07-27,Body Parts,207,1137361.95
DLR-0569,2020-03-04,Suspension,459,1095899.81
DLR-0569,2022-02-07,Brakes,55,826801.09
DLR-0569,2022-11-23,Electrical,214,320898.29
DLR-0569,2024-03-12,Engine Parts,410,1224091.83
DLR-0569,2021-11-12,Filters & Fluids,183,605133.08
DLR-0569,2023-12-23,Body Parts,204,675393.36
DLR-0569,2021-12-19,Body Parts,99,1500000.0
DLR-0569,2024-02-27,Transmission,266,592799.97
DLR-0569,2021-05-20,Transmission,269,1069929.29
DLR-0570,2024-10-05,Suspension,265,1500000.0
DLR-0570,2022-07-14,Brakes,146,1500000.0
DLR-0570,2024-07-10,Engine Parts,111,1500000.0
DLR-0570,2021-08-17,Body Parts,333,1500000.0
DLR-0570,2023-11-05,Filters & Fluids,153,1500000.0
DLR-0570,2021-11-23,Filters & Fluids,355,1468848.98
DLR-0570,2022-04-20,Transmission,24,1500000.0
DLR-0570,2020-01-19,Suspension,13,712403.66
DLR-0570,2024-10-09,Brakes,57,1500000.0
DLR-0570,2023-05-15,Transmission,339,1500000.0
DLR-0570,2020-10-08,Electrical,264,1500000.0
DLR-0570,2024-05-07,Electrical,499,1500000.0
DLR-0570,2021-03-27,Transmission,419,1444440.36
DLR-0570,2023-04-17,Cooling System,474,378615.55
DLR-0570,2021-06-30,Electrical,363,1456624.4
DLR-0570,2020-07-21,Cooling System,390,905283.47
DLR-0570,2024-11-21,Suspension,209,1060884.47
DLR-0570,2024-06-21,Suspension,283,754548.2
DLR-0570,2022-01-22,Engine Parts,492,1213593.08
DLR-0570,2023-04-04,Filters & Fluids,438,1142025.78
DLR-0570,2023-10-22,Cooling System,20,73458.1
DLR-0570,2024-06-05,Suspension,142,1500000.0
DLR-0570,2020-03-01,Brakes,218,1500000.0
DLR-0570,2023-10-30,Filters & Fluids,26,1500000.0
DLR-0571,2020-08-20,Brakes,106,447929.83
DLR-0571,2022-04-23,Body Parts,448,476824.45
DLR-0571,2024-12-30,Engine Parts,133,405407.76
DLR-0571,2021-07-17,Body Parts,297,505058.11
DLR-0571,2021-07-11,Suspension,456,480283.42
DLR-0571,2024-03-06,Cooling System,426,323495.56
DLR-0571,2022-08-07,Engine Parts,17,815663.24
DLR-0571,2023-11-16,Transmission,98,197504.92
DLR-0571,2024-07-17,Cooling System,485,627574.65
DLR-0571,2023-03-14,Filters & Fluids,374,467766.46
DLR-0571,2023-09-15,Filters & Fluids,458,858162.2
DLR-0571,2023-12-24,Brakes,166,553968.6
DLR-0571,2024-07-19,Electrical,314,417318.42
DLR-0571,2021-12-28,Body Parts,155,439197.1
DLR-0571,2023-06-09,Transmission,229,495281.81
DLR-0571,2023-03-25,Filters & Fluids,160,264655.81
DLR-0571,2020-10-10,Brakes,389,337960.44
DLR-0571,2024-03-19,Cooling System,441,139435.93
DLR-0571,2023-11-25,Filters & Fluids,442,307519.5
DLR-0571,2022-06-10,Electrical,253,505811.76
DLR-0571,2021-12-03,Electrical,266,546034.13
DLR-0571,2020-01-16,Engine Parts,67,101530.71
DLR-0571,2022-04-29,Brakes,341,460743.72
DLR-0571,2022-07-04,Suspension,148,597364.94
DLR-0571,2021-09-18,Cooling System,306,455732.12
DLR-0571,2023-09-18,Body Parts,366,363911.21
DLR-0571,2024-03-18,Filters & Fluids,309,407128.58
DLR-0571,2021-01-12,Suspension,170,382051.15
DLR-0572,2024-07-29,Transmission,374,782573.17
DLR-0572,2021-03-11,Suspension,431,1123005.88
DLR-0572,2020-11-28,Transmission,152,1500000.0
DLR-0572,2024-02-08,Cooling System,377,737646.03
DLR-0572,2020-07-05,Engine Parts,37,916380.09
DLR-0572,2020-07-04,Cooling System,16,1028286.87
DLR-0572,2022-08-10,Brakes,74,761311.14
DLR-0572,2023-10-30,Body Parts,335,1500000.0
DLR-0572,2023-09-05,Filters & Fluids,239,54228.14
DLR-0572,2022-04-09,Brakes,387,826955.15
DLR-0572,2024-02-21,Suspension,30,1393691.77
DLR-0572,2024-10-19,Body Parts,457,926480.39
DLR-0572,2024-05-12,Body Parts,296,705247.64
DLR-0572,2021-07-31,Brakes,367,1235117.84
DLR-0572,2024-10-13,Body Parts,98,1430664.16
DLR-0572,2023-07-05,Suspension,170,1138466.89
DLR-0572,2024-01-01,Filters & Fluids,406,713487.45
DLR-0572,2020-11-02,Suspension,337,1241605.39
DLR-0572,2021-03-12,Cooling System,96,881139.29
DLR-0572,2023-10-13,Cooling System,375,1362978.49
DLR-0572,2022-01-05,Transmission,347,1500000.0
DLR-0573,2023-03-21,Brakes,347,50000.0
DLR-0573,2021-03-02,Engine Parts,480,1096648.34
DLR-0573,2020-10-10,Transmission,463,320991.75
DLR-0573,2021-10-29,Transmission,150,1500000.0
DLR-0573,2023-07-29,Cooling System,496,853387.7
DLR-0573,2023-12-27,Cooling System,59,1363476.76
DLR-0573,2024-08-22,Brakes,184,1035166.92
DLR-0573,2022-11-26,Electrical,462,712704.48
DLR-0573,2024-02-01,Brakes,437,662737.72
DLR-0573,2022-12-10,Cooling System,29,1500000.0
DLR-0573,2023-10-14,Body Parts,47,1451493.99
DLR-0573,2024-01-17,Engine Parts,259,1500000.0
DLR-0573,2024-01-30,Brakes,69,1073290.4
DLR-0573,2022-05-03,Brakes,48,1170926.24
DLR-0573,2021-09-07,Transmission,141,937779.54
DLR-0573,2021-06-05,Transmission,374,929425.47
DLR-0573,2023-08-23,Brakes,62,612407.49
DLR-0573,2023-04-08,Suspension,40,1085284.28
DLR-0573,2024-04-01,Cooling System,195,718516.43
DLR-0573,2024-06-26,Body Parts,98,1235601.75
DLR-0573,2024-02-07,Body Parts,457,1121404.29
DLR-0573,2022-09-29,Suspension,384,1170826.46
DLR-0573,2024-07-23,Filters & Fluids,373,1500000.0
DLR-0573,2021-01-13,Suspension,264,1034158.46
DLR-0573,2024-01-17,Cooling System,159,1367825.34
DLR-0573,2023-02-19,Cooling System,244,1500000.0
DLR-0573,2020-01-10,Engine Parts,250,1500000.0
DLR-0574,2023-02-21,Brakes,333,1500000.0
DLR-0574,2020-10-28,Filters & Fluids,134,921190.95
DLR-0574,2020-12-19,Filters & Fluids,486,1146450.08
DLR-0574,2020-07-13,Electrical,54,496323.96
DLR-0574,2024-03-17,Engine Parts,291,1259544.05
DLR-0574,2020-11-30,Electrical,217,1165273.27
DLR-0574,2022-09-16,Engine Parts,324,1059821.75
DLR-0574,2022-04-17,Transmission,220,1481421.81
DLR-0574,2024-01-30,Engine Parts,85,542734.57
DLR-0574,2023-01-13,Transmission,194,1500000.0
DLR-0574,2024-01-12,Suspension,291,1428741.17
DLR-0574,2021-03-16,Filters & Fluids,245,1020333.73
DLR-0574,2020-05-09,Transmission,167,987533.57
DLR-0574,2022-04-04,Electrical,65,1251856.71
DLR-0574,2024-04-22,Engine Parts,434,1500000.0
DLR-0574,2020-01-29,Suspension,359,1092675.24
DLR-0574,2024-03-05,Cooling System,14,1110492.98
DLR-0574,2024-08-30,Engine Parts,238,1057609.76
DLR-0574,2020-04-05,Suspension,259,1500000.0
DLR-0574,2022-12-01,Engine Parts,280,895069.1
DLR-0574,2023-07-17,Transmission,480,1037606.81
DLR-0574,2024-01-01,Transmission,394,1500000.0
DLR-0574,2024-07-11,Suspension,94,1111744.55
DLR-0574,2020-03-15,Cooling System,419,1500000.0
DLR-0574,2024-09-17,Engine Parts,302,667262.38
DLR-0574,2024-12-26,Suspension,149,963777.14
DLR-0574,2022-10-30,Body Parts,314,1500000.0
DLR-0574,2020-11-12,Transmission,261,765937.32
DLR-0575,2023-01-12,Cooling System,452,775071.32
DLR-0575,2022-04-18,Electrical,325,909706.13
DLR-0575,2022-04-19,Filters & Fluids,40,498579.01
DLR-0575,2024-10-11,Cooling System,418,688442.66
DLR-0575,2021-08-09,Body Parts,425,862170.11
DLR-0575,2021-11-27,Transmission,172,840404.97
DLR-0575,2022-06-23,Electrical,228,1247516.17
DLR-0575,2022-08-22,Transmission,194,1333680.87
DLR-0575,2023-10-18,Body Parts,55,542491.99
DLR-0575,2024-05-02,Electrical,267,861718.61
DLR-0575,2020-07-29,Cooling System,310,1047501.94
DLR-0575,2021-07-09,Cooling System,254,1325394.66
DLR-0575,2023-03-28,Filters & Fluids,11,1062101.8
DLR-0575,2024-10-25,Engine Parts,109,921001.42
DLR-0575,2021-09-21,Filters & Fluids,401,1044959.04
DLR-0575,2020-09-28,Electrical,41,1047343.72
DLR-0575,2021-01-15,Transmission,101,518854.28
DLR-0575,2022-03-24,Suspension,39,888623.6
DLR-0575,2021-03-19,Electrical,442,1306523.13
DLR-0575,2024-03-02,Transmission,349,756572.27
DLR-0575,2021-06-07,Filters & Fluids,97,867717.39
DLR-0575,2022-01-30,Cooling System,124,744969.57
DLR-0575,2021-05-09,Engine Parts,323,61426.37
DLR-0575,2024-01-05,Engine Parts,246,831794.76
DLR-0576,2024-05-07,Engine Parts,385,924591.34
DLR-0576,2022-02-19,Suspension,181,655877.18
DLR-0576,2020-06-26,Transmission,273,443969.81
DLR-0576,2021-12-03,Electrical,341,534399.87
DLR-0576,2020-10-31,Body Parts,248,1077181.91
DLR-0576,2022-03-29,Cooling System,198,1475933.18
DLR-0576,2020-09-07,Electrical,185,1281203.0
DLR-0576,2023-12-21,Suspension,256,381365.82
DLR-0576,2024-04-05,Engine Parts,41,1107027.01
DLR-0576,2024-01-14,Filters & Fluids,440,606156.42
DLR-0576,2024-09-12,Suspension,214,632851.87
DLR-0576,2024-01-21,Transmission,317,672548.05
DLR-0576,2021-03-03,Suspension,79,1058002.09
DLR-0576,2022-10-05,Transmission,128,1141553.61
DLR-0576,2021-03-20,Body Parts,76,792649.75
DLR-0576,2020-11-02,Filters & Fluids,366,798246.66
DLR-0576,2022-03-30,Electrical,405,978207.04
DLR-0576,2024-04-27,Suspension,248,1012438.2
DLR-0576,2020-10-13,Suspension,264,1213154.48
DLR-0576,2023-10-12,Electrical,105,401157.25
DLR-0576,2021-11-21,Suspension,62,831609.02
DLR-0576,2020-03-13,Suspension,424,472551.96
DLR-0576,2021-04-14,Cooling System,432,808189.05
DLR-0576,2024-04-19,Engine Parts,13,750362.16
DLR-0577,2023-11-20,Body Parts,82,1471950.33
DLR-0577,2023-09-03,Suspension,138,1020154.27
DLR-0577,2020-03-10,Suspension,390,607626.12
DLR-0577,2022-07-01,Engine Parts,146,243337.48
DLR-0577,2021-02-08,Suspension,129,1421291.91
DLR-0577,2024-12-21,Suspension,359,1241399.34
DLR-0577,2020-09-10,Suspension,283,1094437.4
DLR-0577,2021-07-29,Filters & Fluids,214,1500000.0
DLR-0577,2023-07-23,Brakes,75,984337.09
DLR-0577,2022-01-07,Cooling System,466,1500000.0
DLR-0577,2023-01-26,Engine Parts,147,1500000.0
DLR-0577,2022-08-09,Suspension,235,329459.72
